OOMP Parts -- CSV, 2016-06-14
OOMP ID,Name,Type,Size/Package,Color/Material,Description/Value,Index/Rating,SEEED OPL ID,Manufacturer 1,Man 1 P/N,Manufacturer 2,Man 2 P/N,Distributor 1,Dist 1 P/N,Distributor 2,Dist 2 P/N,Datasheet,
"ICIC-SC75-X-K125LS-01","5 Pin SMD (SC70) Single Buffer (74LVC1G125)","","5 Pin SMD (SC70)","","Single Buffer (74LVC1G125)","",310050019 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/ICIC-SC75-X-K125LS-01/ICIC-SC75-X-K125LS-01-datasheet.pdf,
"ICIC-SC8-X-K2551-01","8 Pin SMD (SOIC) CAN Tranceiver (MCP2521)","","8 Pin SMD (SOIC)","","CAN Tranceiver (MCP2521)","",310070024 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/ICIC-SC8-X-K2551-01/ICIC-SC8-X-K2551-01-datasheet.pdf,
"ICIC-SC8-X-KDS1307-01","SMD (SOIC-8) Real Time Clock (DS1307)","","8 Pin SMD (SOIC)","","Real Time Clock (DS1307)","",1900100P1 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/ICIC-SC8-X-KDS1307-01/ICIC-SC8-X-KDS1307-01-datasheet.pdf,
"ICIC-SC8-X-KDS1337-01","8 Pin SMD (SOIC) Real Time Clock (DS1337)","","8 Pin SMD (SOIC)","","Real Time Clock (DS1337)","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/ICIC-SC8-X-KDS1337-01/ICIC-SC8-X-KDS1337-01-datasheet.pdf,
"ICIC-SC8-X-KM293-01","8 Pin SMD (SOIC) Dual Differential Comparator (LM293)","","8 Pin SMD (SOIC)","","Dual Differential Comparator (LM293)","",310020016 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/ICIC-SC8-X-KM293-01/ICIC-SC8-X-KM293-01-datasheet.pdf,
"ICIC-SO235-X-K1555-01","SMD (SOT-23-5) Lithium Ion Battery Charger (1 Cell) (MAX1555)","","SMD (SOT-23-5)","","Lithium Ion Battery Charger (1 Cell) (MAX1555)","",310030064 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/ICIC-SO235-X-K1555-01/ICIC-SO235-X-K1555-01-datasheet.pdf,
"ICIC-SP16-X-K2291-01","16 Pin SMD (SOP) PIR Motion Sensing (TM2291)","","16 Pin SMD (SOP)","","PIR Motion Sensing (TM2291)","",314020020 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/ICIC-SP16-X-K2291-01/ICIC-SP16-X-K2291-01-datasheet.pdf,
"ICIC-SP16-X-KCH340-01","16 Pin SMD (SOP) USB-Serial (CH340)","","16 Pin SMD (SOP)","","USB-Serial (CH340)","",310070026 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/ICIC-SP16-X-KCH340-01/ICIC-SP16-X-KCH340-01-datasheet.pdf,
"ICIC-SP20-X-K1637-01","20 Pin SMD (SOP) 7 Segment 4 Digit LED Driver (TM1637)","","20 Pin SMD (SOP)","","7 Segment 4 Digit LED Driver (TM1637)","",310040027 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/ICIC-SP20-X-K1637-01/ICIC-SP20-X-K1637-01-datasheet.pdf,
"ICIC-SS16-X-KF230-01","16 Pin SMD (SSOP) High Speed USB-Serial (FT230XS-R)","","16 Pin SMD (SSOP)","","High Speed USB-Serial (FT230XS-R)","",310070030 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/ICIC-SS16-X-KF230-01/ICIC-SS16-X-KF230-01-datasheet.pdf,
"ICIC-SS24-X-K6612-01","24 Pin SMD (SSOP) Dual H-Bridge (TB6612)","","24 Pin SMD (SSOP)","","Dual H-Bridge (TB6612)","",310040007 ,,,,,Mouser,757-TB6612FNGOC8EL,SEEED Studio,310040007,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/ICIC-SS24-X-K6612-01/ICIC-SS24-X-K6612-01-datasheet.pdf,
"ICIC-SS28-X-K232-01","28 Pin SMD (SSOP) FTDI USB-Serial","","28 Pin SMD (SSOP)","","FTDI USB-Serial","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/ICIC-SS28-X-K232-01/ICIC-SS28-X-K232-01-datasheet.pdf,
"ICIC-SS28-X-KFT232-01","28 Pin SMD (SSOP) USB-Serial (FT232RL)","","28 Pin SMD (SSOP)","","USB-Serial (FT232RL)","",310070022 ,,,,,Mouser,895-FT232RL,Farnell,1146032,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/ICIC-SS28-X-KFT232-01/ICIC-SS28-X-KFT232-01-datasheet.pdf,
"ICIC-TQ32-X-K328-01","32 Pin SMD (TQFP) AtMega328P","","","","AtMega328P","",310010049 ,,,,,SEEED,310010049,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/ICIC-TQ32-X-K328-01/ICIC-TQ32-X-K328-01-datasheet.pdf,
"ICIC-TS14-X-K125-01","14 Pin SMD (TSSOP) Quad Buffer (74HC125)","","14 Pin SMD (TSSOP)","","Quad Buffer","",310050042 ,,,,,SEEED,310050042,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/ICIC-TS14-X-K125-01/ICIC-TS14-X-K125-01-datasheet.pdf,
"ICIC-TS20-X-K108-01","20 Pin SMD (TSSOP) 8-bit Level Shifter (TXS108E)","","20 Pin SMD (TSSOP)","","8-bit Level Shifter (TXS108E)","",310050026 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/ICIC-TS20-X-K108-01/ICIC-TS20-X-K108-01-datasheet.pdf,
"ICIC-TS20-X-K108B-01","20 Pin SMD (TSSOP) 8 bit Level Shifter (TXB0108PW)","","20 Pin SMD (TSSOP)","","8 bit Level Shifter (TXB0108PW)","",310050024 ,,,,,Mouser,757-T595-TXB0108PWRB6612FNGOC8EL,Farnell,1494945,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/ICIC-TS20-X-K108B-01/ICIC-TS20-X-K108B-01-datasheet.pdf,
"ICIC-TS24-X-K9221-01","24 Pin SMD (TSSOP) 12 Channel Constant Current LED Driver (MY9221)","","24 Pin SMD (TSSOP)","","12 Channel Constant Current LED Driver (MY9221)","",310040023 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/ICIC-TS24-X-K9221-01/ICIC-TS24-X-K9221-01-datasheet.pdf,
"ICIC-UDF6-X-K2659-01","SMD (UDFN-6) GPS Amplifier (MAX2659)","","SMD (UDFN-6)","","GPS Amplifier (MAX2659)","",310060024 ,,,,,Mouser,700-MAX2659ELT+T,RS Electronics,732-8982,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/ICIC-UDF6-X-K2659-01/ICIC-UDF6-X-K2659-01-datasheet.pdf,
"ICIC-VQF32-X-K328-01","32 Pin SMD (VQFN) AtMega328P","","32 Pin SMD (VQFN)","","AtMega328P","",310010005 ,,,,,Mouser,556-ATMEGA328P-MU,Farnell,2425125,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/ICIC-VQF32-X-K328-01/ICIC-VQF32-X-K328-01-datasheet.pdf,
"ICIC-VQF44-X-K32U4-01","44 Pin SMD (VQFN) AtMega32U4","","44 Pin SMD (VQFN)","","AtMega32U4","",310010016 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/ICIC-VQF44-X-K32U4-01/ICIC-VQF44-X-K32U4-01-datasheet.pdf,
"ICSO-DI16-X-STAN-01","16 Pin DIP IC Socket","IC Socket","16 Pin DIP","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/ICSO-DI16-X-STAN-01/ICSO-DI16-X-STAN-01-datasheet.pdf,
"ICSO-DI18-X-STAN-01","18 Pin DIP IC Socket","IC Socket","18 Pin DIP","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/ICSO-DI18-X-STAN-01/ICSO-DI18-X-STAN-01-datasheet.pdf,
"ICSO-DI28-X-STAN-01","28 Pin DIP IC Socket","IC Socket","28 Pin DIP","","","",320070000 ,TruConnect,DS1009-28 AT1NS,TE Connectivity,1-390261-9,Rapid Electronics,22-0114,Farnell,1182590,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/ICSO-DI28-X-STAN-01/ICSO-DI28-X-STAN-01-datasheet.pdf,
"INDU-0402-X-NH15-01","SMD (0402) 15 nH Inductor","Inductor","SMD (0402)","","15 nH","",303010027 ,,,,,Mouser,81-LQG15HS15NJ02D,Farnell,1669622,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/INDU-0402-X-NH15-01/INDU-0402-X-NH15-01-datasheet.pdf,
"INDU-0402-X-NH33D-01","SMD (0402) 3.3 NH Inductor","Inductor","SMD (0402)","","3.3 NH","",303010056 ,,,,,Mouser,81-LQG15HS3N3S02D,Farnell,1669635,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/INDU-0402-X-NH33D-01/INDU-0402-X-NH33D-01-datasheet.pdf,
"INDU-0402-X-NH47D-01","SMD (0402) 4.7 nH Inductor","Inductor","SMD (0402)","","4.7 nH","",303010037 ,,,,,Mouser,81-LQG15HS4N7S02D,Farnell,1669638,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/INDU-0402-X-NH47D-01/INDU-0402-X-NH47D-01-datasheet.pdf,
"INDU-06-X-UH10-01","6 mm 10 uH Inductor","Inductor","6 mm","","10 uH","",303010016 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/INDU-06-X-UH10-01/INDU-06-X-UH10-01-datasheet.pdf,
"INDU-0805-X-NH47D-01","SMD (0805) 4.7 nH Inductor","Inductor","SMD (0805)","","4.7 nH","",303010086 ,,,,,Mouser,81-LQM2MPN2R2MG0L,SEEED Studio,303010086,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/INDU-0805-X-NH47D-01/INDU-0805-X-NH47D-01-datasheet.pdf,
"INDU-0806-X-UH10-01","SMD (0806) 10 uH Inductor","Inductor","SMD (0806)","","10 uH","",303010042 ,,,,,Mouser,81-LQH2MCN100K02L,Farnell,1515546,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/INDU-0806-X-UH10-01/INDU-0806-X-UH10-01-datasheet.pdf,
"INDU-39D-X-UH47D-01","3.9 mm 4.7 uH Inductor","Inductor","3.9 mm","","4.7 uH","",0210410P1 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/INDU-39D-X-UH47D-01/INDU-39D-X-UH47D-01-datasheet.pdf,
"JSTS-01-X-02PI-SM","1 mm 2 Pin JST Socket (SMD)","JST Socket","1 mm","","2 Pin","(SMD)",320110054 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/JSTS-01-X-02PI-SM/JSTS-01-X-02PI-SM-datasheet.pdf,
"JSTS-02-X-02PI-01","2 mm 2 Pin JST Socket","JST Socket","2 mm","","2 Pin","",320110049 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/JSTS-02-X-02PI-01/JSTS-02-X-02PI-01-datasheet.pdf,
"JSTS-02-X-02PI-RA","2 mm 2 Pin JST Socket Right Angle","JST Socket","2 mm","","2 Pin","Right Angle",320110027 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/JSTS-02-X-02PI-RA/JSTS-02-X-02PI-RA-datasheet.pdf,
"JSTS-02-X-02PI-RS","2 mm 2 Pin JST Socket Right Angle (SMD)","JST Socket","2 mm","","2 Pin","Right Angle (SMD)",320110026 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/JSTS-02-X-02PI-RS/JSTS-02-X-02PI-RS-datasheet.pdf,
"JSTS-02-X-04PI-01","2 mm 4 Pin JST Socket","JST Socket","2 mm","","4 Pin","",320110033 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/JSTS-02-X-04PI-01/JSTS-02-X-04PI-01-datasheet.pdf,
"JSTS-02-X-04PI-RA","2 mm 4 Pin JST Socket Right Angle","JST Socket","2 mm","","4 Pin","Right Angle",320110034 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/JSTS-02-X-04PI-RA/JSTS-02-X-04PI-RA-datasheet.pdf,
"JSTS-02-X-04PI-RS","2 mm 4 Pin JST Socket Right Angle (SMD)","JST Socket","2 mm","","4 Pin","Right Angle (SMD)",320110032 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/JSTS-02-X-04PI-RS/JSTS-02-X-04PI-RS-datasheet.pdf,
"JSTS-02-X-04PI-SM","2 mm 4 Pin JST Socket SMD","JST Socket","2 mm","","4 Pin","(SMD)",320110030 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/JSTS-02-X-04PI-SM/JSTS-02-X-04PI-SM-datasheet.pdf,
"JUMP-I01-X-STAN-01","2.54 mm Jumper","Jumper","2.54 mm","","","",320190003 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/JUMP-I01-X-STAN-01/JUMP-I01-X-STAN-01-datasheet.pdf,
"LEDS-03-G-STAN-01","3 mm Green LED","LED","3 mm","Green","","",304090040 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/LEDS-03-G-STAN-01/LEDS-03-G-STAN-01-datasheet.pdf,
"LEDS-03-R-STAN-01","3 mm Red LED","LED","3 mm","Red","","",304090041 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/LEDS-03-R-STAN-01/LEDS-03-R-STAN-01-datasheet.pdf,
"LEDS-0402-L-STAN-01","SMD (0402) Blue LED","LED","SMD (0402)","Blue","","",304090075 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/LEDS-0402-L-STAN-01/LEDS-0402-L-STAN-01-datasheet.pdf,
"LEDS-0402-W-STAN-01","SMD (0402) White LED","LED","SMD (0402)","White","","",304090016 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/LEDS-0402-W-STAN-01/LEDS-0402-W-STAN-01-datasheet.pdf,
"LEDS-05-G-STAN-01","5 mm Green LED","LED","5 mm","Green","","",304090038 ,,,,,SEEED,304090038,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/LEDS-05-G-STAN-01/LEDS-05-G-STAN-01-datasheet.pdf,
"LEDS-05-G-TINT-01","5 mm Tinted Green LED","LED","5 mm","Green","Tinted","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/LEDS-05-G-TINT-01/LEDS-05-G-TINT-01-datasheet.pdf,
"LEDS-05-I9-STAN-01","5 mm IR (940 nm) LED","LED","5 mm","IR (940 nm)","","",314020023 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/LEDS-05-I9-STAN-01/LEDS-05-I9-STAN-01-datasheet.pdf,
"LEDS-05-L-STAN-01","5 mm Blue LED","LED","5 mm","Blue","","",304090062 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/LEDS-05-L-STAN-01/LEDS-05-L-STAN-01-datasheet.pdf,
"LEDS-05-L-TINT-01","5 mm Tinted Blue LED","LED","5 mm","Blue","Tinted","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/LEDS-05-L-TINT-01/LEDS-05-L-TINT-01-datasheet.pdf,
"LEDS-05-O-STAN-01","5 mm Orange LED","LED","5 mm","Orange","","",304090051 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/LEDS-05-O-STAN-01/LEDS-05-O-STAN-01-datasheet.pdf,
"LEDS-05-O-TINT-01","5 mm Tinted Orange LED","LED","5 mm","Orange","Tinted","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/LEDS-05-O-TINT-01/LEDS-05-O-TINT-01-datasheet.pdf,
"LEDS-05-P-TINT-01","5 mm Tinted Pink LED","LED","5 mm","Pink","Tinted","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/LEDS-05-P-TINT-01/LEDS-05-P-TINT-01-datasheet.pdf,
"LEDS-05-R-STAN-01","5 mm Red LED","LED","5 mm","Red","","",304090059 ,,,,,SEEED,304090059,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/LEDS-05-R-STAN-01/LEDS-05-R-STAN-01-datasheet.pdf,
"LEDS-05-R-TINT-01","5 mm Tinted Red LED","LED","5 mm","Red","Tinted","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/LEDS-05-R-TINT-01/LEDS-05-R-TINT-01-datasheet.pdf,
"LEDS-05-RGB-STAN-01","5 mm RGB LED","LED","5 mm","RGB","","",304090086 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/LEDS-05-RGB-STAN-01/LEDS-05-RGB-STAN-01-datasheet.pdf,
"LEDS-05-V-STAN-01","5 mm Purple LED","LED","5 mm","Purple","","",304090053 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/LEDS-05-V-STAN-01/LEDS-05-V-STAN-01-datasheet.pdf,
"LEDS-05-V-TINT-01","5 mm Tinted Purple LED","LED","5 mm","Purple","Tinted","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/LEDS-05-V-TINT-01/LEDS-05-V-TINT-01-datasheet.pdf,
"LEDS-05-W-STAN-01","5 mm White LED","LED","5 mm","White","","",304090058 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/LEDS-05-W-STAN-01/LEDS-05-W-STAN-01-datasheet.pdf,
"LEDS-05-W-TINT-01","5 mm Tinted White LED","LED","5 mm","White","Tinted","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/LEDS-05-W-TINT-01/LEDS-05-W-TINT-01-datasheet.pdf,
"LEDS-05-Y-STAN-01","5 mm Yellow LED","LED","5 mm","Yellow","","",304090073 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/LEDS-05-Y-STAN-01/LEDS-05-Y-STAN-01-datasheet.pdf,
"LEDS-05-Y-TINT-01","5 mm Tinted Yellow LED","LED","5 mm","Yellow","Tinted","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/LEDS-05-Y-TINT-01/LEDS-05-Y-TINT-01-datasheet.pdf,
"LEDS-0603-G-STAN-01","SMD (0603) Green LED","LED","SMD (0603)","Green","","",304090043 ,,,,,SEEED,304090043,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/LEDS-0603-G-STAN-01/LEDS-0603-G-STAN-01-datasheet.pdf,
"LEDS-0603-L-STAN-01","SMD (0603) Blue LED","LED","SMD (0603)","Blue","","",304090045 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/LEDS-0603-L-STAN-01/LEDS-0603-L-STAN-01-datasheet.pdf,
"LEDS-0603-R-STAN-01","SMD (0603) Red LED","LED","SMD (0603)","Red","","",304090042 ,,,,,Mouser,638-19217R6CAL1M2VY3,SEEED,304090042,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/LEDS-0603-R-STAN-01/LEDS-0603-R-STAN-01-datasheet.pdf,
"LEDS-0603-W-STAN-01","SMD (0603) White LED","LED","SMD (0603)","White","","",304090071 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/LEDS-0603-W-STAN-01/LEDS-0603-W-STAN-01-datasheet.pdf,
"LEDS-0603-Y-STAN-01","SMD (0603) Yellow LED","LED","SMD (0603)","Yellow","","",304090044 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/LEDS-0603-Y-STAN-01/LEDS-0603-Y-STAN-01-datasheet.pdf,
"LEDS-08-RGB-STAN-CA","8 mm RGB LED Common Anode","LED","8 mm","RGB","","Common Anode",304090065 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/LEDS-08-RGB-STAN-CA/LEDS-08-RGB-STAN-CA-datasheet.pdf,
"LEDS-0805-G-STAN-01","SMD (0805) Green LED","LED","SMD (0805)","Green","","",304090057 ,Avago,HSMG-C170,Kingbright,KP-2012SGT,Farnell,5790852,Mouser,630-HSMG-C170,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/LEDS-0805-G-STAN-01/LEDS-0805-G-STAN-01-datasheet.pdf,
"LEDS-0805-L-STAN-01","SMD (0805) Blue LED","LED","SMD (0805)","Blue","","",304090061 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/LEDS-0805-L-STAN-01/LEDS-0805-L-STAN-01-datasheet.pdf,
"LEDS-0805-R-STAN-01","SMD (0805) Red LED","LED","SMD (0805)","Red","","",304090046 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/LEDS-0805-R-STAN-01/LEDS-0805-R-STAN-01-datasheet.pdf,
"LEDS-0805-Y-STAN-01","SMD (0805) Yellow LED","LED","SMD (0805)","Yellow","","",304090039 ,Everlight,17-215UYC/S530-A3/TR8,Kingbright,KP-2012YT,Farnell,5790876,Mouser,630-HSMY-C170,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/LEDS-0805-Y-STAN-01/LEDS-0805-Y-STAN-01-datasheet.pdf,
"LEDS-10-G-FROS-01","10 mm Frosted Green LED","LED","10 mm","Green","Frosted","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/LEDS-10-G-FROS-01/LEDS-10-G-FROS-01-datasheet.pdf,
"LEDS-10-L-FROS-01","10 mm Frosted Blue LED","LED","10 mm","Blue","Frosted","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/LEDS-10-L-FROS-01/LEDS-10-L-FROS-01-datasheet.pdf,
"LEDS-10-O-FROS-01","10 mm Frosted Orange LED","LED","10 mm","Orange","Frosted","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/LEDS-10-O-FROS-01/LEDS-10-O-FROS-01-datasheet.pdf,
"LEDS-10-P-FROS-01","10 mm Frosted Pink LED","LED","10 mm","Pink","Frosted","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/LEDS-10-P-FROS-01/LEDS-10-P-FROS-01-datasheet.pdf,
"LEDS-10-R-FROS-01","10 mm Frosted Red LED","LED","10 mm","Red","Frosted","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/LEDS-10-R-FROS-01/LEDS-10-R-FROS-01-datasheet.pdf,
"LEDS-10-V-FROS-01","10 mm Frosted Purple LED","LED","10 mm","Purple","Frosted","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/LEDS-10-V-FROS-01/LEDS-10-V-FROS-01-datasheet.pdf,
"LEDS-10-W-FROS-01","10 mm Frosted White LED","LED","10 mm","White","Frosted","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/LEDS-10-W-FROS-01/LEDS-10-W-FROS-01-datasheet.pdf,
"LEDS-10-Y-FROS-01","10 mm Frosted Yellow LED","LED","10 mm","Yellow","Frosted","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/LEDS-10-Y-FROS-01/LEDS-10-Y-FROS-01-datasheet.pdf,
"LEDS-5050-RGB-K2812-01","SMD (5050) Smart Controller (WS2812B) RGB LED","LED","SMD (5050)","RGB","Smart Controller (WS2812B)","",304990003 ,,,,,SEEED Studio,304990003,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/LEDS-5050-RGB-K2812-01/LEDS-5050-RGB-K2812-01-datasheet.pdf,
"MICR-97D-X-STAN-01","9.7 mm Microphone","Microphone","9.7 mm","","","",312030029 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/MICR-97D-X-STAN-01/MICR-97D-X-STAN-01-datasheet.pdf,
"MOSN-SO23-X-A03D-01","SMD (SOT-23) 300 mA N-Ch. MOSFET","N-Ch. MOSFET","SMD (SOT-23)","","300 mA","",305030028 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/MOSN-SO23-X-A03D-01/MOSN-SO23-X-A03D-01-datasheet.pdf,
"MOSN-SO23-X-A21D-01","SMD (SOT-23) 2.1 Amp N-Ch. MOSFET","N-Ch. MOSFET","SMD (SOT-23)","","2.1 Amp","",305030015 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/MOSN-SO23-X-A21D-01/MOSN-SO23-X-A21D-01-datasheet.pdf,
"MOSN-SO323-X-A02D-01","SMD (SOT-323) 200 mA N-Ch. MOSFET","N-Ch. MOSFET","SMD (SOT-323)","","200 mA","",305030000 ,,,,,Mouser,621-BSS138W-F,Farnell,1713833,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/MOSN-SO323-X-A02D-01/MOSN-SO323-X-A02D-01-datasheet.pdf,
"MOSP-SO23-X-A02-01","SMD (SOT-23) 2 Amp P-Ch. MOSFET","P-Ch. MOSFET","SMD (SOT-23)","","2 Amp","",305030026 ,,,,,Farnell,9846310,Mouser,512-FDN340P,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/MOSP-SO23-X-A02-01/MOSP-SO23-X-A02-01-datasheet.pdf,
"MOSP-SO23-X-A35D-01","SMD (SOT-23) 3.5 Amp P-Ch. MOSFET","P-Ch. MOSFET","SMD (SOT-23)","","3.5 Amp","",305030032 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/MOSP-SO23-X-A35D-01/MOSP-SO23-X-A35D-01-datasheet.pdf,
"MOSP-SO23-X-A41D-01","SMD (SOT-23) 4.1 Amp P-Ch. MOSFET","P-Ch. MOSFET","SMD (SOT-23)","","4.1 Amp","",305030014 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/MOSP-SO23-X-A41D-01/MOSP-SO23-X-A41D-01-datasheet.pdf,
"MOSP-SO23-X-A43D-01","SMD (SOT-23) 4.3 Amp P-Ch. MOSFET","P-Ch. MOSFET","SMD (SOT-23)","","4.3 Amp","",305030010 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/MOSP-SO23-X-A43D-01/MOSP-SO23-X-A43D-01-datasheet.pdf,
"MOSP-SO23F-X-A06-01","SMD (SOT-23F) 6 Amp P-Ch. MOSFET","P-Ch. MOSFET","SMD (SOT-23F)","","6 Amp","",305030075 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/MOSP-SO23F-X-A06-01/MOSP-SO23F-X-A06-01-datasheet.pdf,
"MOTO-24-X-STAN-01","24 mm Motor","Motor","24 mm","","","",316030062 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/MOTO-24-X-STAN-01/MOTO-24-X-STAN-01-datasheet.pdf,
"NHFF-M3-X-06-01","M3 x 6 mm Nylon Standoff (F-F)","Nylon Standoff (F-F)","M3","","x 6 mm","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/NHFF-M3-X-06-01/NHFF-M3-X-06-01-datasheet.pdf,
"NHFF-M3-X-12-01","M3 x 12 mm Nylon Standoff (F-F)","Nylon Standoff (F-F)","M3","","x 12 mm","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/NHFF-M3-X-12-01/NHFF-M3-X-12-01-datasheet.pdf,
"NHFF-M3-X-15-01","M3 x 15 mm Nylon Standoff (F-F)","Nylon Standoff (F-F)","M3","","x 15 mm","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/NHFF-M3-X-15-01/NHFF-M3-X-15-01-datasheet.pdf,
